,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2015/12/10,50ETF购2015年12月3.20,认购,3.2,2015/12/23 0:00,0.0003
2015/12/10,50ETF购2015年12月3.30,认购,3.3,2015/12/23 0:00,0.0002
2015/12/10,50ETF购2015年12月3.40,认购,3.4,2015/12/23 0:00,0.0003
2015/12/10,50ETF沽2015年12月3.00,认沽,3,2015/12/23 0:00,0.6575
2015/12/10,50ETF沽2015年12月3.10,认沽,3.1,2015/12/23 0:00,0.7553
2015/12/10,50ETF沽2015年12月3.20,认沽,3.2,2015/12/23 0:00,0.8376
2015/12/10,50ETF沽2015年12月3.30,认沽,3.3,2015/12/23 0:00,0.954
2015/12/10,50ETF沽2015年12月3.40,认沽,3.4,2015/12/23 0:00,1.054
2015/12/10,50ETF购2015年12月3.50,认购,3.5,2015/12/23 0:00,0.0004
2015/12/10,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 0:00,1.143
2015/12/10,50ETF购2015年12月2.95,认购,2.95,2015/12/23 0:00,0.0003
2015/12/10,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 0:00,0.6087
2015/12/10,50ETF购2015年12月2.90,认购,2.9,2015/12/23 0:00,0.0005
2015/12/10,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 0:00,0.5538
2015/12/10,50ETF购2015年12月2.85,认购,2.85,2015/12/23 0:00,0.0004
2015/12/10,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 0:00,0.5065
2015/12/10,50ETF购2015年12月3.60,认购,3.6,2015/12/23 0:00,0.0002
2015/12/10,50ETF沽2015年12月3.60,认沽,3.6,2015/12/23 0:00,1.25
2015/12/10,50ETF购2015年12月2.75,认购,2.75,2015/12/23 0:00,0.0007
2015/12/10,50ETF购2015年12月2.80,认购,2.8,2015/12/23 0:00,0.0005
2015/12/10,50ETF沽2015年12月2.75,认沽,2.75,2015/12/23 0:00,0.4076
2015/12/10,50ETF沽2015年12月2.80,认沽,2.8,2015/12/23 0:00,0.4569
2015/12/10,50ETF购2015年12月2.60,认购,2.6,2015/12/23 0:00,0.0025
2015/12/10,50ETF购2015年12月2.65,认购,2.65,2015/12/23 0:00,0.0012
2015/12/10,50ETF购2015年12月2.70,认购,2.7,2015/12/23 0:00,0.0008
2015/12/10,50ETF沽2015年12月2.60,认沽,2.6,2015/12/23 0:00,0.2603
2015/12/10,50ETF沽2015年12月2.65,认沽,2.65,2015/12/23 0:00,0.3089
2015/12/10,50ETF沽2015年12月2.70,认沽,2.7,2015/12/23 0:00,0.359
2015/12/10,50ETF购2015年12月2.55,认购,2.55,2015/12/23 0:00,0.0059
2015/12/10,50ETF沽2015年12月2.55,认沽,2.55,2015/12/23 0:00,0.2126
2015/12/10,50ETF购2015年12月2.50,认购,2.5,2015/12/23 0:00,0.011
2015/12/10,50ETF沽2015年12月2.50,认沽,2.5,2015/12/23 0:00,0.1674
2015/12/10,50ETF购2016年3月2.65,认购,2.65,2016/3/23 0:00,0.0687
2015/12/10,50ETF购2016年3月2.70,认购,2.7,2016/3/23 0:00,0.06
2015/12/10,50ETF购2016年3月2.75,认购,2.75,2016/3/23 0:00,0.0513
2015/12/10,50ETF购2016年3月2.80,认购,2.8,2016/3/23 0:00,0.0447
2015/12/10,50ETF购2016年3月2.85,认购,2.85,2016/3/23 0:00,0.0419
2015/12/10,50ETF沽2016年3月2.65,认沽,2.65,2016/3/23 0:00,0.3908
2015/12/10,50ETF沽2016年3月2.70,认沽,2.7,2016/3/23 0:00,0.4314
2015/12/10,50ETF沽2016年3月2.75,认沽,2.75,2016/3/23 0:00,0.4715
2015/12/10,50ETF沽2016年3月2.80,认沽,2.8,2016/3/23 0:00,0.5172
2015/12/10,50ETF沽2016年3月2.85,认沽,2.85,2016/3/23 0:00,0.5578
2015/12/10,50ETF购2016年3月2.90,认购,2.9,2016/3/23 0:00,0.0359
2015/12/10,50ETF沽2016年3月2.90,认沽,2.9,2016/3/23 0:00,0.6059
2015/12/10,50ETF购2015年12月2.40,认购,2.4,2015/12/23 0:00,0.0322
2015/12/10,50ETF购2015年12月2.45,认购,2.45,2015/12/23 0:00,0.0188
2015/12/10,50ETF沽2015年12月2.40,认沽,2.4,2015/12/23 0:00,0.0872
2015/12/10,50ETF沽2015年12月2.45,认沽,2.45,2015/12/23 0:00,0.1251
2015/12/10,50ETF购2016年3月2.40,认购,2.4,2016/3/23 0:00,0.1358
2015/12/10,50ETF购2016年3月2.45,认购,2.45,2016/3/23 0:00,0.1172
2015/12/10,50ETF购2016年3月2.50,认购,2.5,2016/3/23 0:00,0.1014
2015/12/10,50ETF购2016年3月2.55,认购,2.55,2016/3/23 0:00,0.0882
2015/12/10,50ETF购2016年3月2.60,认购,2.6,2016/3/23 0:00,0.0783
2015/12/10,50ETF沽2016年3月2.40,认沽,2.4,2016/3/23 0:00,0.2086
2015/12/10,50ETF沽2016年3月2.45,认沽,2.45,2016/3/23 0:00,0.2395
2015/12/10,50ETF沽2016年3月2.50,认沽,2.5,2016/3/23 0:00,0.2684
2015/12/10,50ETF沽2016年3月2.55,认沽,2.55,2016/3/23 0:00,0.2961
2015/12/10,50ETF沽2016年3月2.60,认沽,2.6,2016/3/23 0:00,0.351
2015/12/10,50ETF购2015年12月2.35,认购,2.35,2015/12/23 0:00,0.052
2015/12/10,50ETF沽2015年12月2.35,认沽,2.35,2015/12/23 0:00,0.0569
2015/12/10,50ETF购2016年3月2.35,认购,2.35,2016/3/23 0:00,0.1566
2015/12/10,50ETF沽2016年3月2.35,认沽,2.35,2016/3/23 0:00,0.1786
2015/12/10,50ETF购2015年12月2.30,认购,2.3,2015/12/23 0:00,0.0769
2015/12/10,50ETF沽2015年12月2.30,认沽,2.3,2015/12/23 0:00,0.0337
2015/12/10,50ETF购2016年3月2.30,认购,2.3,2016/3/23 0:00,0.1748
2015/12/10,50ETF沽2016年3月2.30,认沽,2.3,2016/3/23 0:00,0.1521
2015/12/10,50ETF购2015年12月2.25,认购,2.25,2015/12/23 0:00,0.12
2015/12/10,50ETF沽2015年12月2.25,认沽,2.25,2015/12/23 0:00,0.0176
2015/12/10,50ETF购2016年3月2.25,认购,2.25,2016/3/23 0:00,0.2
2015/12/10,50ETF沽2016年3月2.25,认沽,2.25,2016/3/23 0:00,0.1255
2015/12/10,50ETF购2015年12月2.15,认购,2.15,2015/12/23 0:00,0.1985
2015/12/10,50ETF购2015年12月2.20,认购,2.2,2015/12/23 0:00,0.1541
2015/12/10,50ETF沽2015年12月2.15,认沽,2.15,2015/12/23 0:00,0.0049
2015/12/10,50ETF沽2015年12月2.20,认沽,2.2,2015/12/23 0:00,0.0096
2015/12/10,50ETF购2016年3月2.15,认购,2.15,2016/3/23 0:00,0.2571
2015/12/10,50ETF购2016年3月2.20,认购,2.2,2016/3/23 0:00,0.2275
2015/12/10,50ETF沽2016年3月2.15,认沽,2.15,2016/3/23 0:00,0.0819
2015/12/10,50ETF沽2016年3月2.20,认沽,2.2,2016/3/23 0:00,0.105
2015/12/10,50ETF购2015年12月1.95,认购,1.95,2015/12/23 0:00,0.3943
2015/12/10,50ETF购2015年12月2.00,认购,2,2015/12/23 0:00,0.345
2015/12/10,50ETF购2015年12月2.05,认购,2.05,2015/12/23 0:00,0.2951
2015/12/10,50ETF购2015年12月2.10,认购,2.1,2015/12/23 0:00,0.2454
2015/12/10,50ETF沽2015年12月1.95,认沽,1.95,2015/12/23 0:00,0.0007
2015/12/10,50ETF沽2015年12月2.00,认沽,2,2015/12/23 0:00,0.0009
2015/12/10,50ETF沽2015年12月2.05,认沽,2.05,2015/12/23 0:00,0.0014
2015/12/10,50ETF沽2015年12月2.10,认沽,2.1,2015/12/23 0:00,0.0027
2015/12/10,50ETF购2016年3月1.95,认购,1.95,2016/3/23 0:00,0.4074
2015/12/10,50ETF购2016年3月2.00,认购,2,2016/3/23 0:00,0.3649
2015/12/10,50ETF购2016年3月2.05,认购,2.05,2016/3/23 0:00,0.3247
2015/12/10,50ETF购2016年3月2.10,认购,2.1,2016/3/23 0:00,0.2898
2015/12/10,50ETF沽2016年3月1.95,认沽,1.95,2016/3/23 0:00,0.0336
2015/12/10,50ETF沽2016年3月2.00,认沽,2,2016/3/23 0:00,0.0421
2015/12/10,50ETF沽2016年3月2.05,认沽,2.05,2016/3/23 0:00,0.0542
2015/12/10,50ETF沽2016年3月2.10,认沽,2.1,2016/3/23 0:00,0.0685
2015/12/10,50ETF购2015年12月1.80,认购,1.8,2015/12/23 0:00,0.5456
2015/12/10,50ETF购2015年12月1.85,认购,1.85,2015/12/23 0:00,0.4914
2015/12/10,50ETF购2015年12月1.90,认购,1.9,2015/12/23 0:00,0.4438
2015/12/10,50ETF沽2015年12月1.80,认沽,1.8,2015/12/23 0:00,0.0003
2015/12/10,50ETF沽2015年12月1.85,认沽,1.85,2015/12/23 0:00,0.0004
2015/12/10,50ETF沽2015年12月1.90,认沽,1.9,2015/12/23 0:00,0.0004
2015/12/10,50ETF购2016年3月1.80,认购,1.8,2016/3/23 0:00,0.5422
2015/12/10,50ETF购2016年3月1.85,认购,1.85,2016/3/23 0:00,0.4958
2015/12/10,50ETF购2016年3月1.90,认购,1.9,2016/3/23 0:00,0.453
2015/12/10,50ETF沽2016年3月1.80,认沽,1.8,2016/3/23 0:00,0.0153
2015/12/10,50ETF沽2016年3月1.85,认沽,1.85,2016/3/23 0:00,0.0197
2015/12/10,50ETF沽2016年3月1.90,认沽,1.9,2016/3/23 0:00,0.0247
2015/12/10,50ETF购2016年6月2.20,认购,2.2,2016/6/22 0:00,0.2755
2015/12/10,50ETF购2016年6月2.25,认购,2.25,2016/6/22 0:00,0.2459
2015/12/10,50ETF购2016年6月2.30,认购,2.3,2016/6/22 0:00,0.2308
2015/12/10,50ETF购2016年6月2.35,认购,2.35,2016/6/22 0:00,0.2091
2015/12/10,50ETF购2016年6月2.40,认购,2.4,2016/6/22 0:00,0.197
2015/12/10,50ETF沽2016年6月2.20,认沽,2.2,2016/6/22 0:00,0.1606
2015/12/10,50ETF沽2016年6月2.25,认沽,2.25,2016/6/22 0:00,0.1891
2015/12/10,50ETF沽2016年6月2.30,认沽,2.3,2016/6/22 0:00,0.2185
2015/12/10,50ETF沽2016年6月2.35,认沽,2.35,2016/6/22 0:00,0.2477
2015/12/10,50ETF沽2016年6月2.40,认沽,2.4,2016/6/22 0:00,0.2847
2015/12/10,50ETF购2016年6月2.15,认购,2.15,2016/6/22 0:00,0.3007
2015/12/10,50ETF沽2016年6月2.15,认沽,2.15,2016/6/22 0:00,0.1343
2015/12/10,50ETF购2016年6月2.45,认购,2.45,2016/6/22 0:00,0.17
2015/12/10,50ETF购2016年6月2.50,认购,2.5,2016/6/22 0:00,0.1587
2015/12/10,50ETF沽2016年6月2.45,认沽,2.45,2016/6/22 0:00,0.3031
2015/12/10,50ETF沽2016年6月2.50,认沽,2.5,2016/6/22 0:00,0.3411
2015/12/10,50ETF购2016年6月2.55,认购,2.55,2016/6/22 0:00,0.1496
2015/12/10,50ETF沽2016年6月2.55,认沽,2.55,2016/6/22 0:00,0.3721
2015/12/10,50ETF购2016年6月2.60,认购,2.6,2016/6/22 0:00,0.1317
2015/12/10,50ETF沽2016年6月2.60,认沽,2.6,2016/6/22 0:00,0.4124
2015/12/10,50ETF购2016年6月2.65,认购,2.65,2016/6/22 0:00,0.1221
2015/12/10,50ETF沽2016年6月2.65,认沽,2.65,2016/6/22 0:00,0.4568
2015/12/10,50ETF购2016年1月2.35,认购,2.35,2016/1/27 0:00,0.0914
2015/12/10,50ETF购2016年1月2.40,认购,2.4,2016/1/27 0:00,0.073
2015/12/10,50ETF购2016年1月2.45,认购,2.45,2016/1/27 0:00,0.0581
2015/12/10,50ETF购2016年1月2.50,认购,2.5,2016/1/27 0:00,0.0455
2015/12/10,50ETF购2016年1月2.55,认购,2.55,2016/1/27 0:00,0.0343
2015/12/10,50ETF沽2016年1月2.35,认沽,2.35,2016/1/27 0:00,0.1166
2015/12/10,50ETF沽2016年1月2.40,认沽,2.4,2016/1/27 0:00,0.1493
2015/12/10,50ETF沽2016年1月2.45,认沽,2.45,2016/1/27 0:00,0.1819
2015/12/10,50ETF沽2016年1月2.50,认沽,2.5,2016/1/27 0:00,0.22
2015/12/10,50ETF沽2016年1月2.55,认沽,2.55,2016/1/27 0:00,0.2571
2015/12/10,50ETF购2016年1月2.20,认购,2.2,2016/1/27 0:00,0.173
2015/12/10,50ETF购2016年1月2.25,认购,2.25,2016/1/27 0:00,0.141
2015/12/10,50ETF购2016年1月2.30,认购,2.3,2016/1/27 0:00,0.1148
2015/12/10,50ETF沽2016年1月2.20,认沽,2.2,2016/1/27 0:00,0.0474
2015/12/10,50ETF沽2016年1月2.25,认沽,2.25,2016/1/27 0:00,0.0644
2015/12/10,50ETF沽2016年1月2.30,认沽,2.3,2016/1/27 0:00,0.0897
2015/12/11,50ETF购2015年12月3.00,认购,3,2015/12/23 0:00,0.0006
2015/12/11,50ETF购2015年12月3.10,认购,3.1,2015/12/23 0:00,0.0004
2015/12/11,50ETF购2015年12月3.20,认购,3.2,2015/12/23 0:00,0.0004
2015/12/11,50ETF购2015年12月3.30,认购,3.3,2015/12/23 0:00,0.0004
2015/12/11,50ETF购2015年12月3.40,认购,3.4,2015/12/23 0:00,0.0004
2015/12/11,50ETF沽2015年12月3.00,认沽,3,2015/12/23 0:00,0.6509
2015/12/11,50ETF沽2015年12月3.10,认沽,3.1,2015/12/23 0:00,0.755
2015/12/11,50ETF沽2015年12月3.20,认沽,3.2,2015/12/23 0:00,0.8552
2015/12/11,50ETF沽2015年12月3.30,认沽,3.3,2015/12/23 0:00,0.9513
2015/12/11,50ETF沽2015年12月3.40,认沽,3.4,2015/12/23 0:00,1.0578
2015/12/11,50ETF购2015年12月3.50,认购,3.5,2015/12/23 0:00,0.0003
2015/12/11,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 0:00,1.155
2015/12/11,50ETF购2015年12月2.95,认购,2.95,2015/12/23 0:00,0.0003
2015/12/11,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 0:00,0.6016
2015/12/11,50ETF购2015年12月2.90,认购,2.9,2015/12/23 0:00,0.0005
2015/12/11,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 0:00,0.5538
2015/12/11,50ETF购2015年12月2.85,认购,2.85,2015/12/23 0:00,0.0004
2015/12/11,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 0:00,0.5061
2015/12/11,50ETF购2015年12月3.60,认购,3.6,2015/12/23 0:00,0.0002
2015/12/11,50ETF沽2015年12月3.60,认沽,3.6,2015/12/23 0:00,1.2489
2015/12/11,50ETF购2015年12月2.75,认购,2.75,2015/12/23 0:00,0.0007
2015/12/11,50ETF购2015年12月2.80,认购,2.8,2015/12/23 0:00,0.0004
2015/12/11,50ETF沽2015年12月2.75,认沽,2.75,2015/12/23 0:00,0.4067
2015/12/11,50ETF沽2015年12月2.80,认沽,2.8,2015/12/23 0:00,0.4522
2015/12/11,50ETF购2015年12月2.60,认购,2.6,2015/12/23 0:00,0.003
2015/12/11,50ETF购2015年12月2.65,认购,2.65,2015/12/23 0:00,0.0014
2015/12/11,50ETF购2015年12月2.70,认购,2.7,2015/12/23 0:00,0.0008
2015/12/11,50ETF沽2015年12月2.60,认沽,2.6,2015/12/23 0:00,0.2646
2015/12/11,50ETF沽2015年12月2.65,认沽,2.65,2015/12/23 0:00,0.3097
2015/12/11,50ETF沽2015年12月2.70,认沽,2.7,2015/12/23 0:00,0.364
2015/12/11,50ETF购2015年12月2.55,认购,2.55,2015/12/23 0:00,0.006
2015/12/11,50ETF沽2015年12月2.55,认沽,2.55,2015/12/23 0:00,0.2132
2015/12/11,50ETF购2015年12月2.50,认购,2.5,2015/12/23 0:00,0.0114
2015/12/11,50ETF沽2015年12月2.50,认沽,2.5,2015/12/23 0:00,0.1673
2015/12/11,50ETF购2016年3月2.65,认购,2.65,2016/3/23 0:00,0.0718
2015/12/11,50ETF购2016年3月2.70,认购,2.7,2016/3/23 0:00,0.0628
2015/12/11,50ETF购2016年3月2.75,认购,2.75,2016/3/23 0:00,0.056
2015/12/11,50ETF购2016年3月2.80,认购,2.8,2016/3/23 0:00,0.0492
2015/12/11,50ETF购2016年3月2.85,认购,2.85,2016/3/23 0:00,0.0432
2015/12/11,50ETF沽2016年3月2.65,认沽,2.65,2016/3/23 0:00,0.3852
2015/12/11,50ETF沽2016年3月2.70,认沽,2.7,2016/3/23 0:00,0.4262
2015/12/11,50ETF沽2016年3月2.75,认沽,2.75,2016/3/23 0:00,0.4682
2015/12/11,50ETF沽2016年3月2.80,认沽,2.8,2016/3/23 0:00,0.5052
2015/12/11,50ETF沽2016年3月2.85,认沽,2.85,2016/3/23 0:00,0.5527
2015/12/11,50ETF购2016年3月2.90,认购,2.9,2016/3/23 0:00,0.0375
2015/12/11,50ETF沽2016年3月2.90,认沽,2.9,2016/3/23 0:00,0.6018
2015/12/11,50ETF购2015年12月2.40,认购,2.4,2015/12/23 0:00,0.0295
2015/12/11,50ETF购2015年12月2.45,认购,2.45,2015/12/23 0:00,0.0188
2015/12/11,50ETF沽2015年12月2.40,认沽,2.4,2015/12/23 0:00,0.085
2015/12/11,50ETF沽2015年12月2.45,认沽,2.45,2015/12/23 0:00,0.1253
2015/12/11,50ETF购2016年3月2.40,认购,2.4,2016/3/23 0:00,0.136
2015/12/11,50ETF购2016年3月2.45,认购,2.45,2016/3/23 0:00,0.1216
2015/12/11,50ETF购2016年3月2.50,认购,2.5,2016/3/23 0:00,0.1042
2015/12/11,50ETF购2016年3月2.55,认购,2.55,2016/3/23 0:00,0.0945
2015/12/11,50ETF购2016年3月2.60,认购,2.6,2016/3/23 0:00,0.0814
2015/12/11,50ETF沽2016年3月2.40,认沽,2.4,2016/3/23 0:00,0.2029
2015/12/11,50ETF沽2016年3月2.45,认沽,2.45,2016/3/23 0:00,0.234
2015/12/11,50ETF沽2016年3月2.50,认沽,2.5,2016/3/23 0:00,0.2701
2015/12/11,50ETF沽2016年3月2.55,认沽,2.55,2016/3/23 0:00,0.3075
2015/12/11,50ETF沽2016年3月2.60,认沽,2.6,2016/3/23 0:00,0.3455
2015/12/11,50ETF购2015年12月2.35,认购,2.35,2015/12/23 0:00,0.0479
2015/12/11,50ETF沽2015年12月2.35,认沽,2.35,2015/12/23 0:00,0.0541
2015/12/11,50ETF购2016年3月2.35,认购,2.35,2016/3/23 0:00,0.1572
2015/12/11,50ETF沽2016年3月2.35,认沽,2.35,2016/3/23 0:00,0.1762
2015/12/11,50ETF购2015年12月2.30,认购,2.3,2015/12/23 0:00,0.0749
2015/12/11,50ETF沽2015年12月2.30,认沽,2.3,2015/12/23 0:00,0.0309
2015/12/11,50ETF购2016年3月2.30,认购,2.3,2016/3/23 0:00,0.1791
2015/12/11,50ETF沽2016年3月2.30,认沽,2.3,2016/3/23 0:00,0.1505
2015/12/11,50ETF购2015年12月2.25,认购,2.25,2015/12/23 0:00,0.1112
2015/12/11,50ETF沽2015年12月2.25,认沽,2.25,2015/12/23 0:00,0.0158
2015/12/11,50ETF购2016年3月2.25,认购,2.25,2016/3/23 0:00,0.2057
2015/12/11,50ETF沽2016年3月2.25,认沽,2.25,2016/3/23 0:00,0.1237
2015/12/11,50ETF购2015年12月2.15,认购,2.15,2015/12/23 0:00,0.2003
2015/12/11,50ETF购2015年12月2.20,认购,2.2,2015/12/23 0:00,0.151
2015/12/11,50ETF沽2015年12月2.15,认沽,2.15,2015/12/23 0:00,0.0037
2015/12/11,50ETF沽2015年12月2.20,认沽,2.2,2015/12/23 0:00,0.0068
2015/12/11,50ETF购2016年3月2.15,认购,2.15,2016/3/23 0:00,0.2668
2015/12/11,50ETF购2016年3月2.20,认购,2.2,2016/3/23 0:00,0.2321
2015/12/11,50ETF沽2016年3月2.15,认沽,2.15,2016/3/23 0:00,0.0816
2015/12/11,50ETF沽2016年3月2.20,认沽,2.2,2016/3/23 0:00,0.1035
2015/12/11,50ETF购2015年12月1.95,认购,1.95,2015/12/23 0:00,0.3927
2015/12/11,50ETF购2015年12月2.00,认购,2,2015/12/23 0:00,0.3428
2015/12/11,50ETF购2015年12月2.05,认购,2.05,2015/12/23 0:00,0.2929
2015/12/11,50ETF购2015年12月2.10,认购,2.1,2015/12/23 0:00,0.2441
2015/12/11,50ETF沽2015年12月1.95,认沽,1.95,2015/12/23 0:00,0.0006
2015/12/11,50ETF沽2015年12月2.00,认沽,2,2015/12/23 0:00,0.0005
2015/12/11,50ETF沽2015年12月2.05,认沽,2.05,2015/12/23 0:00,0.0008
2015/12/11,50ETF沽2015年12月2.10,认沽,2.1,2015/12/23 0:00,0.0018
2015/12/11,50ETF购2016年3月1.95,认购,1.95,2016/3/23 0:00,0.4173
2015/12/11,50ETF购2016年3月2.00,认购,2,2016/3/23 0:00,0.3735
2015/12/11,50ETF购2016年3月2.05,认购,2.05,2016/3/23 0:00,0.3273
2015/12/11,50ETF购2016年3月2.10,认购,2.1,2016/3/23 0:00,0.3009
2015/12/11,50ETF沽2016年3月1.95,认沽,1.95,2016/3/23 0:00,0.0329
2015/12/11,50ETF沽2016年3月2.00,认沽,2,2016/3/23 0:00,0.0419
2015/12/11,50ETF沽2016年3月2.05,认沽,2.05,2016/3/23 0:00,0.0506
2015/12/11,50ETF沽2016年3月2.10,认沽,2.1,2016/3/23 0:00,0.0678
2015/12/11,50ETF购2015年12月1.80,认购,1.8,2015/12/23 0:00,0.5415
2015/12/11,50ETF购2015年12月1.85,认购,1.85,2015/12/23 0:00,0.4882
2015/12/11,50ETF购2015年12月1.90,认购,1.9,2015/12/23 0:00,0.4426
2015/12/11,50ETF沽2015年12月1.80,认沽,1.8,2015/12/23 0:00,0.0003
2015/12/11,50ETF沽2015年12月1.85,认沽,1.85,2015/12/23 0:00,0.0003
2015/12/11,50ETF沽2015年12月1.90,认沽,1.9,2015/12/23 0:00,0.0005
2015/12/11,50ETF购2016年3月1.80,认购,1.8,2016/3/23 0:00,0.5466
2015/12/11,50ETF购2016年3月1.85,认购,1.85,2016/3/23 0:00,0.502
2015/12/11,50ETF购2016年3月1.90,认购,1.9,2016/3/23 0:00,0.4585
2015/12/11,50ETF沽2016年3月1.80,认沽,1.8,2016/3/23 0:00,0.0158
2015/12/11,50ETF沽2016年3月1.85,认沽,1.85,2016/3/23 0:00,0.0194
2015/12/11,50ETF沽2016年3月1.90,认沽,1.9,2016/3/23 0:00,0.0248
2015/12/11,50ETF购2016年6月2.20,认购,2.2,2016/6/22 0:00,0.2856
2015/12/11,50ETF购2016年6月2.25,认购,2.25,2016/6/22 0:00,0.255
2015/12/11,50ETF购2016年6月2.30,认购,2.3,2016/6/22 0:00,0.2412
2015/12/11,50ETF购2016年6月2.35,认购,2.35,2016/6/22 0:00,0.2169
2015/12/11,50ETF购2016年6月2.40,认购,2.4,2016/6/22 0:00,0.1984
2015/12/11,50ETF沽2016年6月2.20,认沽,2.2,2016/6/22 0:00,0.1567
2015/12/11,50ETF沽2016年6月2.25,认沽,2.25,2016/6/22 0:00,0.1864
2015/12/11,50ETF沽2016年6月2.30,认沽,2.3,2016/6/22 0:00,0.2169
2015/12/11,50ETF沽2016年6月2.35,认沽,2.35,2016/6/22 0:00,0.2459
2015/12/11,50ETF沽2016年6月2.40,认沽,2.4,2016/6/22 0:00,0.2785
2015/12/11,50ETF购2016年6月2.15,认购,2.15,2016/6/22 0:00,0.307
2015/12/11,50ETF沽2016年6月2.15,认沽,2.15,2016/6/22 0:00,0.1344
2015/12/11,50ETF购2016年6月2.45,认购,2.45,2016/6/22 0:00,0.1805
2015/12/11,50ETF购2016年6月2.50,认购,2.5,2016/6/22 0:00,0.1677
2015/12/11,50ETF沽2016年6月2.45,认沽,2.45,2016/6/22 0:00,0.3047
2015/12/11,50ETF沽2016年6月2.50,认沽,2.5,2016/6/22 0:00,0.3401
2015/12/11,50ETF购2016年6月2.55,认购,2.55,2016/6/22 0:00,0.1516
2015/12/11,50ETF沽2016年6月2.55,认沽,2.55,2016/6/22 0:00,0.3759
2015/12/11,50ETF购2016年6月2.60,认购,2.6,2016/6/22 0:00,0.14
2015/12/11,50ETF沽2016年6月2.60,认沽,2.6,2016/6/22 0:00,0.4049
2015/12/11,50ETF购2016年6月2.65,认购,2.65,2016/6/22 0:00,0.13
2015/12/11,50ETF沽2016年6月2.65,认沽,2.65,2016/6/22 0:00,0.4501
2015/12/11,50ETF购2016年1月2.35,认购,2.35,2016/1/27 0:00,0.0931
2015/12/11,50ETF购2016年1月2.40,认购,2.4,2016/1/27 0:00,0.0745
2015/12/11,50ETF购2016年1月2.45,认购,2.45,2016/1/27 0:00,0.0595
2015/12/11,50ETF购2016年1月2.50,认购,2.5,2016/1/27 0:00,0.0469
2015/12/11,50ETF购2016年1月2.55,认购,2.55,2016/1/27 0:00,0.0351
2015/12/11,50ETF沽2016年1月2.35,认沽,2.35,2016/1/27 0:00,0.1133
2015/12/11,50ETF沽2016年1月2.40,认沽,2.4,2016/1/27 0:00,0.1442
2015/12/11,50ETF沽2016年1月2.45,认沽,2.45,2016/1/27 0:00,0.1791
2015/12/11,50ETF沽2016年1月2.50,认沽,2.5,2016/1/27 0:00,0.2157
2015/12/11,50ETF沽2016年1月2.55,认沽,2.55,2016/1/27 0:00,0.2549
2015/12/11,50ETF购2016年1月2.20,认购,2.2,2016/1/27 0:00,0.179
2015/12/11,50ETF购2016年1月2.25,认购,2.25,2016/1/27 0:00,0.1433
2015/12/11,50ETF购2016年1月2.30,认购,2.3,2016/1/27 0:00,0.1167
2015/12/11,50ETF沽2016年1月2.20,认沽,2.2,2016/1/27 0:00,0.0443
2015/12/11,50ETF沽2016年1月2.25,认沽,2.25,2016/1/27 0:00,0.0632
2015/12/11,50ETF沽2016年1月2.30,认沽,2.3,2016/1/27 0:00,0.0856
2015/12/14,50ETF购2015年12月3.00,认购,3,2015/12/23 0:00,0.0003
2015/12/14,50ETF购2015年12月3.10,认购,3.1,2015/12/23 0:00,0.0004
2015/12/14,50ETF购2015年12月3.20,认购,3.2,2015/12/23 0:00,0.0002
2015/12/14,50ETF购2015年12月3.30,认购,3.3,2015/12/23 0:00,0.0004
2015/12/14,50ETF购2015年12月3.40,认购,3.4,2015/12/23 0:00,0.0003
2015/12/14,50ETF沽2015年12月3.00,认沽,3,2015/12/23 0:00,0.5842
2015/12/14,50ETF沽2015年12月3.10,认沽,3.1,2015/12/23 0:00,0.6844
2015/12/14,50ETF沽2015年12月3.20,认沽,3.2,2015/12/23 0:00,0.7892
2015/12/14,50ETF沽2015年12月3.30,认沽,3.3,2015/12/23 0:00,0.8864
2015/12/14,50ETF沽2015年12月3.40,认沽,3.4,2015/12/23 0:00,0.9862
2015/12/14,50ETF购2015年12月3.50,认购,3.5,2015/12/23 0:00,0.0005
2015/12/14,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 0:00,1.0924
2015/12/14,50ETF购2015年12月2.95,认购,2.95,2015/12/23 0:00,0.0005
2015/12/14,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 0:00,0.5346
2015/12/14,50ETF购2015年12月2.90,认购,2.9,2015/12/23 0:00,0.0005
2015/12/14,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 0:00,0.4897
2015/12/14,50ETF购2015年12月2.85,认购,2.85,2015/12/23 0:00,0.0005
2015/12/14,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 0:00,0.4413
2015/12/14,50ETF购2015年12月3.60,认购,3.6,2015/12/23 0:00,0.0004
2015/12/14,50ETF沽2015年12月3.60,认沽,3.6,2015/12/23 0:00,1.1909
2015/12/14,50ETF购2015年12月2.75,认购,2.75,2015/12/23 0:00,0.0009
